Latitude/Longitude,Temperature (F),Temp min (F),Temp max (F),Precipitation (In),Precip Type,Humidity,Wind speed (Mph),Wind gust (Mph),Wind direction (cardinal),CAD 911 Number,Zone Number,ESZ,Date & Time,Event
27.48534636382016/-82.54659978322104,78,77,90,0.0,,87.42,13.230000000000002,27.135000000000005,71.0,E10,E10,110,2027-09-17 01:20:00,Olivia
27.41355422392606/-82.42773936740639,78,76,90,0.0,,87.39,13.095,27.135000000000005,71.0,N80,N80,580,2027-09-17 01:20:00,Olivia
27.43718857770742/-82.49526276632398,78,76,90,0.0,,87.25,12.690000000000001,27.135000000000005,70.0,E50,E50,150,2027-09-17 01:20:00,Olivia
27.46814086298033/-82.70183801706406,79,77,90,0.0,,87.77,14.31,35.910000000000004,72.0,W90,W90,399,2027-09-17 01:20:00,Olivia
27.44964845888914/-82.63872640241588,78,77,90,0.0,,87.4,13.230000000000002,35.910000000000004,71.0,W50,W50,350,2027-09-17 01:20:00,Olivia
27.55013563136573/-82.17022585799779,78,77,90,0.0,,87.39,13.635,27.54,70.0,N50,N50,550,2027-09-17 01:20:00,Olivia
27.43756032249264/-82.56105489081881,78,76,90,0.0,,87.18,12.555000000000001,27.135000000000005,70.0,W30,W30,330,2027-09-17 01:20:00,Olivia
27.4113915222411/-82.63641742330496,78,76,90,0.0,,87.28,12.825000000000001,35.910000000000004,70.0,W95,W95,395,2027-09-17 01:20:00,Olivia
27.48566734980852/-82.57935903047095,78,77,90,0.0,,87.45,13.365000000000002,27.135000000000005,71.0,W10,W10,310,2027-09-17 01:20:00,Olivia
27.4079906908935/-82.49381870885438,78,76,90,0.0,,87.21,12.555000000000001,27.135000000000005,70.0,E60,E60,160,2027-09-17 01:20:00,Olivia
27.51631940991088/-82.32950123468633,79,78,90,0.0,,88.02,15.12,27.54,72.0,N40,N40,540,2027-09-17 01:20:00,Olivia
27.58244732780023/-82.47046351483293,79,78,90,0.0,,88.35,16.065,27.135000000000005,73.0,N30,N30,530,2027-09-17 01:20:00,Olivia
27.50413881751056/-82.64579861863763,79,77,90,0.0,,87.8,14.31,35.910000000000004,72.0,W60,W60,360,2027-09-17 01:20:00,Olivia
27.42519527588937/-82.593902809873,78,76,90,0.0,,87.19,12.555000000000001,27.135000000000005,70.0,W40,W40,340,2027-09-17 01:20:00,Olivia
27.45564167051887/-82.57125875181734,78,76,90,0.0,,87.26,12.690000000000001,27.135000000000005,70.0,W20,W20,320,2027-09-17 01:20:00,Olivia
27.34076849562474/-82.154246879885,78,77,90,0.0,,86.12,13.635,28.080000000000002,82.0,N60,N60,560,2027-09-17 01:20:00,Olivia
27.57521237910287/-82.58438613832386,79,78,90,0.0,,88.48,16.335,27.135000000000005,74.0,N10,N10,510,2027-09-17 01:20:00,Olivia
27.40958230929196/-82.56607332708364,78,75,89,0.0,,87.14,12.42,27.135000000000005,70.0,E30,E30,130,2027-09-17 01:20:00,Olivia
27.52844207484047/-82.73131060040626,79,78,90,0.0,,88.32,15.930000000000001,35.910000000000004,73.0,W70,W70,370,2027-09-17 01:20:00,Olivia
27.48091629798749/-82.43623531900593,78,77,90,0.0,,87.61,13.77,27.135000000000005,71.0,N70,N70,570,2027-09-17 01:20:00,Olivia
27.42497082223545/-82.53885956314242,78,75,90,0.0,,87.16,12.42,27.135000000000005,70.0,E20,E20,120,2027-09-17 01:20:00,Olivia
27.4920066298147/-82.50196786939364,78,77,90,0.0,,87.51,13.5,27.135000000000005,71.0,E40,E40,140,2027-09-17 01:20:00,Olivia
27.58244732780023/-82.47046351483293,79,78,90,0.0,,87.56,13.230000000000002,28.35,88.0,N30,N30,530,2027-09-17 00:00:00,Olivia
27.57521237910287/-82.58438613832386,79,78,90,0.0,,87.55,13.635,28.35,88.0,N10,N10,510,2027-09-17 00:00:00,Olivia
27.4113915222411/-82.63641742330496,78,76,90,0.0,,87.17,9.855,36.585,90.0,W95,W95,395,2027-09-17 00:00:00,Olivia
27.50413881751056/-82.64579861863763,78,77,90,0.0,,87.35,11.475000000000001,36.585,89.0,W60,W60,360,2027-09-17 00:00:00,Olivia
27.43718857770742/-82.49526276632398,78,76,90,0.0,,87.16,9.72,28.35,90.0,E50,E50,150,2027-09-17 00:00:00,Olivia
27.51631940991088/-82.32950123468633,79,78,90,0.0,,87.48,12.15,27.810000000000002,88.0,N40,N40,540,2027-09-17 00:00:00,Olivia
27.34076849562474/-82.154246879885,78,77,90,0.0,,87.16,11.205000000000002,30.24,90.0,N60,N60,560,2027-09-17 00:00:00,Olivia
27.46814086298033/-82.70183801706406,78,77,90,0.0,,87.34,11.340000000000002,36.585,89.0,W90,W90,399,2027-09-17 00:00:00,Olivia
27.57521237910287/-82.52810297841918,79,78,90,0.0,,87.54,13.230000000000002,28.35,88.0,N20,N20,520,2027-09-17 00:00:00,Olivia
27.40958230929196/-82.56607332708364,78,75,89,0.0,,87.14,9.315000000000001,28.35,90.0,E30,E30,130,2027-09-17 00:00:00,Olivia
27.41355422392606/-82.42773936740639,78,76,90,0.0,,87.19,10.125,28.35,90.0,N80,N80,580,2027-09-17 00:00:00,Olivia
27.48566734980852/-82.57935903047095,78,77,90,0.0,,87.24,10.395000000000001,28.35,90.0,W10,W10,310,2027-09-17 00:00:00,Olivia
27.48534636382016/-82.54659978322104,78,77,90,0.0,,87.23,10.26,28.35,90.0,E10,E10,110,2027-09-17 00:00:00,Olivia
27.42497082223545/-82.53885956314242,78,75,90,0.0,,87.15,9.450000000000001,28.35,90.0,E20,E20,120,2027-09-17 00:00:00,Olivia
27.44964845888914/-82.63872640241588,78,77,90,0.0,,87.23,10.125,36.585,90.0,W50,W50,350,2027-09-17 00:00:00,Olivia
27.43756032249264/-82.56105489081881,78,76,90,0.0,,87.15,9.450000000000001,28.35,90.0,W30,W30,330,2027-09-17 00:00:00,Olivia
27.55013563136573/-82.17022585799779,78,77,90,0.0,,87.49,9.990000000000002,27.810000000000002,86.0,N50,N50,550,2027-09-17 00:00:00,Olivia
27.4920066298147/-82.50196786939364,78,77,90,0.0,,87.27,10.530000000000001,28.35,89.0,E40,E40,140,2027-09-17 00:00:00,Olivia
27.4079906908935/-82.49381870885438,78,76,90,0.0,,87.15,9.585,28.35,90.0,E60,E60,160,2027-09-17 00:00:00,Olivia
27.42519527588937/-82.593902809873,78,76,90,0.0,,87.15,9.585,28.35,90.0,W40,W40,340,2027-09-17 00:00:00,Olivia
27.51337266681446/-82.7160042494716,79,78,90,0.0,,87.45,12.555000000000001,36.585,89.0,W80,W80,380,2027-09-17 00:00:00,Olivia
27.45564167051887/-82.57125875181734,78,76,90,0.0,,87.18,9.72,28.35,90.0,W20,W20,320,2027-09-17 00:00:00,Olivia
27.52844207484047/-82.73131060040626,79,78,90,0.0,,87.5,13.095,36.585,88.0,W70,W70,370,2027-09-17 00:00:00,Olivia
27.48091629798749/-82.43623531900593,78,77,90,0.0,,87.31,10.8,28.35,89.0,N70,N70,570,2027-09-17 00:00:00,Olivia
27.44964845888914/-82.63872640241588,77,77,90,0.0,,84.33,9.72,33.885000000000005,99.0,W50,W50,350,2027-09-16 22:40:00,Olivia
27.57521237910287/-82.52810297841918,78,78,90,0.0,,83.95,11.07,29.295,95.0,N20,N20,520,2027-09-16 22:40:00,Olivia
27.48091629798749/-82.43623531900593,77,77,90,0.0,,84.33,10.125,29.295,99.0,N70,N70,570,2027-09-16 22:40:00,Olivia
27.45564167051887/-82.57125875181734,77,76,90,0.0,,84.4,9.585,29.295,100.0,W20,W20,320,2027-09-16 22:40:00,Olivia
27.42519527588937/-82.593902809873,77,76,90,0.0,,84.36,9.450000000000001,29.295,100.0,W40,W40,340,2027-09-16 22:40:00,Olivia
27.43718857770742/-82.49526276632398,77,76,90,0.0,,84.44,9.450000000000001,29.295,99.0,E50,E50,150,2027-09-16 22:40:00,Olivia
27.4113915222411/-82.63641742330496,77,76,90,0.0,,84.32,9.450000000000001,33.885000000000005,99.0,W95,W95,395,2027-09-16 22:40:00,Olivia
27.57521237910287/-82.58438613832386,78,78,90,0.0,,83.82,10.935,29.295,94.0,N10,N10,510,2027-09-16 22:40:00,Olivia
27.48534636382016/-82.54659978322104,77,77,90,0.0,,84.36,9.72,29.295,99.0,E10,E10,110,2027-09-16 22:40:00,Olivia
27.40958230929196/-82.56607332708364,77,75,89,0.0,,84.24,9.315000000000001,29.295,100.0,E30,E30,130,2027-09-16 22:40:00,Olivia
27.55013563136573/-82.17022585799779,77,77,90,0.0,,85.18,11.880000000000003,26.595000000000002,104.0,N50,N50,550,2027-09-16 22:40:00,Olivia
27.41355422392606/-82.42773936740639,77,76,90,0.0,,84.31,9.450000000000001,29.295,98.0,N80,N80,580,2027-09-16 22:40:00,Olivia
27.46814086298033/-82.70183801706406,77,77,90,0.0,,84.17,10.125,33.885000000000005,98.0,W90,W90,399,2027-09-16 22:40:00,Olivia
27.43756032249264/-82.56105489081881,77,76,90,0.0,,84.41,9.315000000000001,29.295,100.0,W30,W30,330,2027-09-16 22:40:00,Olivia
27.4920066298147/-82.50196786939364,77,77,90,0.0,,84.34,9.990000000000002,29.295,99.0,E40,E40,140,2027-09-16 22:40:00,Olivia
27.50413881751056/-82.64579861863763,77,77,90,0.0,,84.15,10.26,33.885000000000005,97.0,W60,W60,360,2027-09-16 22:40:00,Olivia
27.4079906908935/-82.49381870885438,77,76,90,0.0,,84.49,9.450000000000001,29.295,100.0,E60,E60,160,2027-09-16 22:40:00,Olivia
27.52844207484047/-82.73131060040626,78,78,90,0.0,,83.88,10.8,33.885000000000005,95.0,W70,W70,370,2027-09-16 22:40:00,Olivia
27.51631940991088/-82.32950123468633,78,78,90,0.0,,84.25,10.935,26.595000000000002,98.0,N40,N40,540,2027-09-16 22:40:00,Olivia
27.34076849562474/-82.154246879885,77,77,90,0.0,,84.53,9.315000000000001,30.780000000000005,100.0,N60,N60,560,2027-09-16 22:40:00,Olivia
27.42497082223545/-82.53885956314242,77,75,90,0.0,,84.5,9.315000000000001,29.295,100.0,E20,E20,120,2027-09-16 22:40:00,Olivia
27.48566734980852/-82.57935903047095,77,77,90,0.0,,84.33,9.72,29.295,99.0,W10,W10,310,2027-09-16 22:40:00,Olivia
27.51337266681446/-82.7160042494716,78,78,90,0.0,,83.97,10.665000000000001,33.885000000000005,96.0,W80,W80,380,2027-09-16 22:40:00,Olivia
27.58244732780023/-82.47046351483293,78,78,90,0.0,,84.04,11.205000000000002,29.295,96.0,N30,N30,530,2027-09-16 22:40:00,Olivia
27.4079906908935/-82.49381870885438,78,76,90,0.0027,rain,84.49,11.07,29.835000000000004,81.0,E60,E60,160,2027-09-16 21:20:00,Olivia
27.43756032249264/-82.56105489081881,78,76,90,0.00135,rain,84.51,10.935,29.835000000000004,80.0,W30,W30,330,2027-09-16 21:20:00,Olivia
27.48566734980852/-82.57935903047095,78,77,90,0.0108,rain,84.42,11.61,29.835000000000004,83.0,W10,W10,310,2027-09-16 21:20:00,Olivia
27.57521237910287/-82.58438613832386,79,78,90,0.04995,rain,83.88,14.175,29.835000000000004,94.0,N10,N10,510,2027-09-16 21:20:00,Olivia
27.48534636382016/-82.54659978322104,78,77,90,0.00945,rain,84.44,11.475000000000001,29.835000000000004,83.0,E10,E10,110,2027-09-16 21:20:00,Olivia
27.55013563136573/-82.17022585799779,77,77,90,0.0486,rain,85.73,11.475000000000001,28.080000000000002,74.0,N50,N50,550,2027-09-16 21:20:00,Olivia
27.42519527588937/-82.593902809873,78,76,90,0.00135,rain,84.51,10.935,29.835000000000004,81.0,W40,W40,340,2027-09-16 21:20:00,Olivia
27.51631940991088/-82.32950123468633,78,78,90,0.051300000000000005,rain,84.54,12.96,28.080000000000002,86.0,N40,N40,540,2027-09-16 21:20:00,Olivia
27.34076849562474/-82.154246879885,78,77,90,0.0108,rain,83.56,14.040000000000001,40.230000000000004,96.0,N60,N60,560,2027-09-16 21:20:00,Olivia
27.40958230929196/-82.56607332708364,78,75,89,0.0,,84.54,10.935,29.835000000000004,80.0,E30,E30,130,2027-09-16 21:20:00,Olivia
27.42497082223545/-82.53885956314242,78,75,90,0.00135,rain,84.53,10.935,29.835000000000004,80.0,E20,E20,120,2027-09-16 21:20:00,Olivia
27.52844207484047/-82.73131060040626,79,78,90,0.0432,rain,83.95,13.77,30.510000000000005,92.0,W70,W70,370,2027-09-16 21:20:00,Olivia
27.45564167051887/-82.57125875181734,78,76,90,0.004050000000000001,rain,84.5,11.07,29.835000000000004,81.0,W20,W20,320,2027-09-16 21:20:00,Olivia
27.46814086298033/-82.70183801706406,78,77,90,0.0216,rain,84.27,12.285,30.510000000000005,86.0,W90,W90,399,2027-09-16 21:20:00,Olivia
27.44964845888914/-82.63872640241588,78,77,90,0.008100000000000001,rain,84.44,11.475000000000001,30.510000000000005,82.0,W50,W50,350,2027-09-16 21:20:00,Olivia
27.58244732780023/-82.47046351483293,78,78,90,0.06615,rain,84.34,13.77,29.835000000000004,89.0,N30,N30,530,2027-09-16 21:20:00,Olivia
27.43718857770742/-82.49526276632398,78,76,90,0.004050000000000001,rain,84.46,11.07,29.835000000000004,81.0,E50,E50,150,2027-09-16 21:20:00,Olivia
27.4113915222411/-82.63641742330496,78,76,90,0.0054,rain,84.44,11.205000000000002,30.510000000000005,82.0,W95,W95,395,2027-09-16 21:20:00,Olivia
27.4920066298147/-82.50196786939364,78,77,90,0.02025,rain,84.47,11.745,29.835000000000004,83.0,E40,E40,140,2027-09-16 21:20:00,Olivia
27.48091629798749/-82.43623531900593,78,77,90,0.025650000000000003,rain,84.49,12.015,29.835000000000004,83.0,N70,N70,570,2027-09-16 21:20:00,Olivia
27.57521237910287/-82.52810297841918,79,78,90,0.044550000000000006,rain,84.02,13.905000000000001,29.835000000000004,92.0,N20,N20,520,2027-09-16 21:20:00,Olivia
27.50413881751056/-82.64579861863763,78,77,90,0.02295,rain,84.25,12.42,30.510000000000005,87.0,W60,W60,360,2027-09-16 21:20:00,Olivia
27.51337266681446/-82.7160042494716,78,78,90,0.03645,rain,84.05,13.365000000000002,30.510000000000005,90.0,W80,W80,380,2027-09-16 21:20:00,Olivia
27.41355422392606/-82.42773936740639,78,76,90,0.00945,rain,84.35,11.475000000000001,29.835000000000004,83.0,N80,N80,580,2027-09-16 21:20:00,Olivia
27.4920066298147/-82.50196786939364,78,77,90,0.2484,rain,84.63,11.745,54.135000000000005,110.0,E40,E40,140,2027-09-16 20:00:00,Olivia
27.4113915222411/-82.63641742330496,76,76,90,0.28485,rain,87.08,10.935,55.89,110.0,W95,W95,395,2027-09-16 20:00:00,Olivia
27.41355422392606/-82.42773936740639,76,76,90,0.2754,rain,86.53,11.07,55.89,111.0,N80,N80,580,2027-09-16 20:00:00,Olivia
27.42519527588937/-82.593902809873,76,76,90,0.29295000000000004,rain,87.52,10.935,55.89,110.0,W40,W40,340,2027-09-16 20:00:00,Olivia
27.51337266681446/-82.7160042494716,80,78,90,0.18765000000000004,rain,81.48,12.825000000000001,51.57000000000001,113.0,W80,W80,380,2027-09-16 20:00:00,Olivia
27.48534636382016/-82.54659978322104,77,77,90,0.26730000000000004,rain,86.02,11.475000000000001,54.675000000000004,111.0,E10,E10,110,2027-09-16 20:00:00,Olivia
27.58244732780023/-82.47046351483293,83,78,90,0.1323,rain,77.76,14.040000000000001,47.79,109.0,N30,N30,530,2027-09-16 20:00:00,Olivia
27.57521237910287/-82.58438613832386,82,78,90,0.14850000000000002,rain,79.38,13.5,49.275000000000006,114.0,N10,N10,510,2027-09-16 20:00:00,Olivia
27.45564167051887/-82.57125875181734,76,76,90,0.28485,rain,87.07,11.07,55.48500000000001,110.0,W20,W20,320,2027-09-16 20:00:00,Olivia
27.57521237910287/-82.52810297841918,81,78,90,0.15660000000000002,rain,79.81,13.5,49.14,114.0,N20,N20,520,2027-09-16 20:00:00,Olivia
27.42497082223545/-82.53885956314242,75,75,90,0.29565,rain,87.74,10.935,55.89,110.0,E20,E20,120,2027-09-16 20:00:00,Olivia
27.50413881751056/-82.64579861863763,78,77,90,0.22680000000000003,rain,83.64,12.15,53.325,112.0,W60,W60,360,2027-09-16 20:00:00,Olivia
27.48091629798749/-82.43623531900593,78,77,90,0.2322,rain,83.64,12.15,53.190000000000005,109.0,N70,N70,570,2027-09-16 20:00:00,Olivia
27.52844207484047/-82.73131060040626,81,78,90,0.16740000000000002,rain,80.42,13.095,50.625,114.0,W70,W70,370,2027-09-16 20:00:00,Olivia
27.43756032249264/-82.56105489081881,76,76,90,0.2943,rain,87.59,10.935,55.89,110.0,W30,W30,330,2027-09-16 20:00:00,Olivia
27.43718857770742/-82.49526276632398,76,76,90,0.28755000000000003,rain,87.29,10.935,55.89,110.0,E50,E50,150,2027-09-16 20:00:00,Olivia
27.46814086298033/-82.70183801706406,78,77,90,0.22950000000000004,rain,83.83,12.15,53.325,112.0,W90,W90,399,2027-09-16 20:00:00,Olivia
27.48566734980852/-82.57935903047095,77,77,90,0.2646,rain,85.85,11.475000000000001,54.675000000000004,111.0,W10,W10,310,2027-09-16 20:00:00,Olivia
27.40958230929196/-82.56607332708364,75,75,89,0.29700000000000004,rain,87.68,10.935,55.89,110.0,E30,E30,130,2027-09-16 20:00:00,Olivia
27.51631940991088/-82.32950123468633,81,78,90,0.16740000000000002,rain,79.6,13.5,49.275000000000006,108.0,N40,N40,540,2027-09-16 20:00:00,Olivia
27.4079906908935/-82.49381870885438,76,76,90,0.2916,rain,87.51,10.935,55.89,110.0,E60,E60,160,2027-09-16 20:00:00,Olivia
27.55013563136573/-82.17022585799779,81,77,90,0.1701,rain,78.77,14.850000000000001,45.900000000000006,101.0,N50,N50,550,2027-09-16 20:00:00,Olivia
27.44964845888914/-82.63872640241588,77,77,90,0.27,rain,86.15,11.340000000000002,54.94500000000001,111.0,W50,W50,350,2027-09-16 20:00:00,Olivia
27.34076849562474/-82.154246879885,78,77,90,0.17955000000000002,rain,83.16,10.935,55.89,106.0,N60,N60,560,2027-09-16 20:00:00,Olivia
27.55013563136573/-82.17022585799779,89,77,90,0.0,,62.26,17.55,31.05,111.0,N50,N50,550,2027-09-16 18:40:00,Olivia
27.4920066298147/-82.50196786939364,89,77,90,0.00135,rain,61.05,19.845,31.05,118.0,E40,E40,140,2027-09-16 18:40:00,Olivia
27.4079906908935/-82.49381870885438,90,76,90,0.0,,59.81,20.25,31.05,120.0,E60,E60,160,2027-09-16 18:40:00,Olivia
27.43718857770742/-82.49526276632398,90,76,90,0.0,,59.94,20.25,31.05,120.0,E50,E50,150,2027-09-16 18:40:00,Olivia
27.42519527588937/-82.593902809873,89,76,90,0.0,,59.81,20.25,31.05,120.0,W40,W40,340,2027-09-16 18:40:00,Olivia
27.4113915222411/-82.63641742330496,90,76,90,0.0,,60.06,20.25,31.05,120.0,W95,W95,395,2027-09-16 18:40:00,Olivia
27.45564167051887/-82.57125875181734,89,76,90,0.0,,60.07,20.115000000000002,31.05,119.0,W20,W20,320,2027-09-16 18:40:00,Olivia
27.41355422392606/-82.42773936740639,90,76,90,0.00135,rain,60.38,20.25,31.05,119.0,N80,N80,580,2027-09-16 18:40:00,Olivia
27.40958230929196/-82.56607332708364,89,75,89,0.0,,59.72,20.25,31.05,120.0,E30,E30,130,2027-09-16 18:40:00,Olivia
27.44964845888914/-82.63872640241588,89,77,90,0.00135,rain,60.6,19.980000000000004,31.05,118.0,W50,W50,350,2027-09-16 18:40:00,Olivia
27.51631940991088/-82.32950123468633,89,78,90,0.004050000000000001,rain,63.27,18.900000000000002,31.05,113.0,N40,N40,540,2027-09-16 18:40:00,Olivia
27.57521237910287/-82.58438613832386,89,78,90,0.0054,rain,64.59,19.035,31.05,113.0,N10,N10,510,2027-09-16 18:40:00,Olivia
27.52844207484047/-82.73131060040626,89,78,90,0.0054,rain,63.98,19.305000000000003,31.05,114.0,W70,W70,370,2027-09-16 18:40:00,Olivia
27.48566734980852/-82.57935903047095,89,77,90,0.00135,rain,60.77,19.980000000000004,31.05,118.0,W10,W10,310,2027-09-16 18:40:00,Olivia
27.48534636382016/-82.54659978322104,89,77,90,0.00135,rain,60.68,19.980000000000004,31.05,118.0,E10,E10,110,2027-09-16 18:40:00,Olivia
27.58244732780023/-82.47046351483293,89,78,90,0.0054,rain,64.43,18.765,31.05,112.0,N30,N30,530,2027-09-16 18:40:00,Olivia
27.34076849562474/-82.154246879885,86,77,90,0.06345,rain,66.55,15.930000000000001,41.85,108.0,N60,N60,560,2027-09-16 18:40:00,Olivia
27.57521237910287/-82.52810297841918,89,78,90,0.0054,rain,64.28,19.035,31.05,113.0,N20,N20,520,2027-09-16 18:40:00,Olivia
27.42497082223545/-82.53885956314242,90,75,90,0.0,,59.68,20.25,31.05,120.0,E20,E20,120,2027-09-16 18:40:00,Olivia
27.50413881751056/-82.64579861863763,89,77,90,0.0027,rain,62.07,19.575000000000003,31.05,116.0,W60,W60,360,2027-09-16 18:40:00,Olivia
27.51337266681446/-82.7160042494716,89,78,90,0.004050000000000001,rain,63.34,19.44,31.05,115.0,W80,W80,380,2027-09-16 18:40:00,Olivia
27.48091629798749/-82.43623531900593,89,77,90,0.00135,rain,61.46,19.575000000000003,31.05,117.0,N70,N70,570,2027-09-16 18:40:00,Olivia
27.46814086298033/-82.70183801706406,89,77,90,0.0027,rain,61.95,19.71,31.05,116.0,W90,W90,399,2027-09-16 18:40:00,Olivia
27.43756032249264/-82.56105489081881,90,76,90,0.0,,59.76,20.25,31.05,120.0,W30,W30,330,2027-09-16 18:40:00,Olivia
27.50413881751056/-82.64579861863763,90,77,90,0.0,,61.12,20.52,32.67,103.0,W60,W60,360,2027-09-16 17:20:00,Olivia
27.48091629798749/-82.43623531900593,90,77,90,0.0,,60.54,20.925,32.67,103.0,N70,N70,570,2027-09-16 17:20:00,Olivia
27.57521237910287/-82.52810297841918,90,78,90,0.0,,62.52,19.305000000000003,32.67,106.0,N20,N20,520,2027-09-16 17:20:00,Olivia
27.43718857770742/-82.49526276632398,90,76,90,0.0,,59.87,21.6,32.67,100.0,E50,E50,150,2027-09-16 17:20:00,Olivia
27.42497082223545/-82.53885956314242,90,75,90,0.0,,59.66,21.735000000000003,32.67,100.0,E20,E20,120,2027-09-16 17:20:00,Olivia
27.44964845888914/-82.63872640241588,90,77,90,0.0,,60.2,21.195,32.67,101.0,W50,W50,350,2027-09-16 17:20:00,Olivia
27.41355422392606/-82.42773936740639,90,76,90,0.0,,60.21,21.330000000000002,32.67,101.0,N80,N80,580,2027-09-16 17:20:00,Olivia
27.55013563136573/-82.17022585799779,90,77,90,0.0,,59.4,21.465000000000003,32.67,109.0,N50,N50,550,2027-09-16 17:20:00,Olivia
27.52844207484047/-82.73131060040626,90,78,90,0.0,,62.44,19.44,32.67,105.0,W70,W70,370,2027-09-16 17:20:00,Olivia
27.42519527588937/-82.593902809873,90,76,90,0.0,,59.77,21.6,32.67,100.0,W40,W40,340,2027-09-16 17:20:00,Olivia
27.51337266681446/-82.7160042494716,90,78,90,0.0,,61.99,19.71,32.67,104.0,W80,W80,380,2027-09-16 17:20:00,Olivia
27.57521237910287/-82.58438613832386,90,78,90,0.0,,62.84,19.035,32.67,106.0,N10,N10,510,2027-09-16 17:20:00,Olivia
27.43756032249264/-82.56105489081881,90,76,90,0.0,,59.74,21.6,32.67,100.0,W30,W30,330,2027-09-16 17:20:00,Olivia
27.40958230929196/-82.56607332708364,89,75,89,0.0,,59.71,21.735000000000003,32.67,100.0,E30,E30,130,2027-09-16 17:20:00,Olivia
27.46814086298033/-82.70183801706406,90,77,90,0.0,,61.04,20.52,32.67,103.0,W90,W90,399,2027-09-16 17:20:00,Olivia
27.48534636382016/-82.54659978322104,90,77,90,0.0,,60.23,21.195,32.67,101.0,E10,E10,110,2027-09-16 17:20:00,Olivia
27.34076849562474/-82.154246879885,90,77,90,0.0,,61.06,21.735000000000003,32.67,112.0,N60,N60,560,2027-09-16 17:20:00,Olivia
27.45564167051887/-82.57125875181734,90,76,90,0.0,,59.88,21.465000000000003,32.67,101.0,W20,W20,320,2027-09-16 17:20:00,Olivia
27.58244732780023/-82.47046351483293,90,78,90,0.0,,62.06,19.575000000000003,32.67,108.0,N30,N30,530,2027-09-16 17:20:00,Olivia
27.4113915222411/-82.63641742330496,90,76,90,0.0,,59.97,21.465000000000003,32.67,100.0,W95,W95,395,2027-09-16 17:20:00,Olivia
27.4079906908935/-82.49381870885438,90,76,90,0.0,,59.76,21.6,32.67,100.0,E60,E60,160,2027-09-16 17:20:00,Olivia
27.48566734980852/-82.57935903047095,90,77,90,0.0,,60.29,21.195,32.67,101.0,W10,W10,310,2027-09-16 17:20:00,Olivia
27.51631940991088/-82.32950123468633,90,78,90,0.0,,61.3,20.115000000000002,32.67,107.0,N40,N40,540,2027-09-16 17:20:00,Olivia
27.4920066298147/-82.50196786939364,90,77,90,0.0,,60.37,21.060000000000002,32.67,102.0,E40,E40,140,2027-09-16 17:20:00,Olivia
27.55013563136573/-82.17022585799779,89,77,90,0.0,,65.05,19.305000000000003,31.05,110.0,N50,N50,550,2027-09-16 16:00:00,Olivia
27.4113915222411/-82.63641742330496,89,76,90,0.0,,66.05,18.765,31.05,110.0,W95,W95,395,2027-09-16 16:00:00,Olivia
27.4920066298147/-82.50196786939364,89,77,90,0.0,,66.14,19.035,31.05,111.0,E40,E40,140,2027-09-16 16:00:00,Olivia
27.57521237910287/-82.52810297841918,89,78,90,0.0,,66.94,19.575000000000003,31.05,113.0,N20,N20,520,2027-09-16 16:00:00,Olivia
27.34076849562474/-82.154246879885,90,77,90,0.0,,63.89,19.980000000000004,31.05,114.0,N60,N60,560,2027-09-16 16:00:00,Olivia
27.48534636382016/-82.54659978322104,89,77,90,0.0,,66.08,18.900000000000002,31.05,111.0,E10,E10,110,2027-09-16 16:00:00,Olivia
27.42497082223545/-82.53885956314242,90,75,90,0.0,,65.83,18.765,31.05,110.0,E20,E20,120,2027-09-16 16:00:00,Olivia
27.58244732780023/-82.47046351483293,89,78,90,0.0,,66.82,19.575000000000003,31.05,113.0,N30,N30,530,2027-09-16 16:00:00,Olivia
27.44964845888914/-82.63872640241588,89,77,90,0.0,,66.09,18.900000000000002,31.05,111.0,W50,W50,350,2027-09-16 16:00:00,Olivia
27.4079906908935/-82.49381870885438,90,76,90,0.0,,65.87,18.765,31.05,110.0,E60,E60,160,2027-09-16 16:00:00,Olivia
27.48566734980852/-82.57935903047095,89,77,90,0.0,,66.12,18.900000000000002,31.05,111.0,W10,W10,310,2027-09-16 16:00:00,Olivia
27.48091629798749/-82.43623531900593,89,77,90,0.0,,66.19,19.035,31.05,111.0,N70,N70,570,2027-09-16 16:00:00,Olivia
27.45564167051887/-82.57125875181734,89,76,90,0.0,,65.96,18.765,31.05,110.0,W20,W20,320,2027-09-16 16:00:00,Olivia
27.43718857770742/-82.49526276632398,89,76,90,0.0,,65.94,18.765,31.05,110.0,E50,E50,150,2027-09-16 16:00:00,Olivia
27.51337266681446/-82.7160042494716,89,78,90,0.0,,66.82,19.305000000000003,31.05,113.0,W80,W80,380,2027-09-16 16:00:00,Olivia
27.41355422392606/-82.42773936740639,89,76,90,0.0,,66.14,18.900000000000002,31.05,111.0,N80,N80,580,2027-09-16 16:00:00,Olivia
27.43756032249264/-82.56105489081881,89,76,90,0.0,,65.91,18.765,31.05,110.0,W30,W30,330,2027-09-16 16:00:00,Olivia
27.46814086298033/-82.70183801706406,89,77,90,0.0,,66.43,19.17,31.05,112.0,W90,W90,399,2027-09-16 16:00:00,Olivia
27.51631940991088/-82.32950123468633,89,78,90,0.0,,66.43,19.44,31.05,112.0,N40,N40,540,2027-09-16 16:00:00,Olivia
27.57521237910287/-82.58438613832386,89,78,90,0.0,,67.14,19.575000000000003,31.05,114.0,N10,N10,510,2027-09-16 16:00:00,Olivia
